-		lowSrc	0x001975e0	double [4096]
		[908]	163.00000000000000	double
		[909]	64.000000000000000	double
		[910]	-423.00000000000000	double
		[911]	173.00000000000000	double
		[912]	36.000000000000000	double
		[913]	273.00000000000000	double
		[914]	224.00000000000000	double
		[915]	273.00000000000000	double
		[916]	-433.00000000000000	double
		[917]	17.000000000000000	double
		[918]	31.000000000000000	double
		[919]	167.00000000000000	double
		[920]	139.00000000000000	double
		[921]	122.00000000000000	double
		[922]	323.00000000000000	double
		[923]	-172.00000000000000	double
		[924]	15.000000000000000	double
		[925]	-26.000000000000000	double
		[926]	98.000000000000000	double
		[927]	80.000000000000000	double
		[928]	72.000000000000000	double
		[929]	49.000000000000000	double
		[930]	230.00000000000000	double
		[931]	328.00000000000000	double
		[932]	269.00000000000000	double
		[933]	54.000000000000000	double
		[934]	-137.00000000000000	double
		[935]	67.000000000000000	double
		[936]	68.000000000000000	double
		[937]	122.00000000000000	double
		[938]	421.00000000000000	double
		[939]	299.00000000000000	double
		[940]	-17.000000000000000	double
		[941]	-183.00000000000000	double
		[942]	-158.00000000000000	double
		[943]	-49.000000000000000	double
		[944]	281.00000000000000	double
		[945]	85.000000000000000	double
		[946]	-82.000000000000000	double
		[947]	70.000000000000000	double
		[948]	30.000000000000000	double
		[949]	-52.000000000000000	double
		[950]	119.00000000000000	double
		[951]	182.00000000000000	double
		[952]	71.000000000000000	double
		[953]	147.00000000000000	double
		[954]	111.00000000000000	double
		[955]	-213.00000000000000	double
		[956]	33.000000000000000	double
		[957]	42.000000000000000	double
		[958]	73.000000000000000	double
		[959]	281.00000000000000	double
		[960]	259.00000000000000	double
		[961]	291.00000000000000	double
		[962]	207.00000000000000	double
		[963]	131.00000000000000	double
		[964]	-50.000000000000000	double
		[965]	9.0000000000000000	double
		[966]	151.00000000000000	double
		[967]	-270.00000000000000	double
		[968]	-161.00000000000000	double
		[969]	-81.000000000000000	double
		[970]	14.000000000000000	double
		[971]	-40.000000000000000	double
		[972]	-22.000000000000000	double
		[973]	153.00000000000000	double
		[974]	174.00000000000000	double
		[975]	278.00000000000000	double
		[976]	497.00000000000000	double
		[977]	124.00000000000000	double
		[978]	108.00000000000000	double
		[979]	66.000000000000000	double
		[980]	187.00000000000000	double
		[981]	331.00000000000000	double
		[982]	270.00000000000000	double
		[983]	17.000000000000000	double
		[984]	-169.00000000000000	double
		[985]	-351.00000000000000	double
		[986]	-58.000000000000000	double
		[987]	196.00000000000000	double
		[988]	205.00000000000000	double
		[989]	-67.000000000000000	double
		[990]	100.00000000000000	double
		[991]	404.00000000000000	double
		[992]	87.000000000000000	double
		[993]	107.00000000000000	double
		[994]	-43.000000000000000	double
		[995]	-74.000000000000000	double
		[996]	29.000000000000000	double
		[997]	-80.000000000000000	double
		[998]	-6.0000000000000000	double
		[999]	-128.00000000000000	double
		[1000]	182.00000000000000	double
		[1001]	130.00000000000000	double
		[1002]	277.00000000000000	double
		[1003]	389.00000000000000	double
		[1004]	-297.00000000000000	double
		[1005]	368.00000000000000	double
		[1006]	270.00000000000000	double
		[1007]	175.00000000000000	double
		[1008]	-243.00000000000000	double
		[1009]	311.00000000000000	double
		[1010]	110.00000000000000	double
		[1011]	125.00000000000000	double
		[1012]	86.000000000000000	double
		[1013]	197.00000000000000	double
		[1014]	-73.000000000000000	double
		[1015]	126.00000000000000	double
		[1016]	4.0000000000000000	double
		[1017]	176.00000000000000	double
		[1018]	-112.00000000000000	double
		[1019]	-255.00000000000000	double
		[1020]	205.00000000000000	double
		[1021]	114.00000000000000	double
		[1022]	-141.00000000000000	double
		[1023]	13.000000000000000	double
		[1024]	19.000000000000000	double
		[1025]	298.00000000000000	double
		[1026]	445.00000000000000	double
		[1027]	125.00000000000000	double
		[1028]	81.000000000000000	double
		[1029]	-5.0000000000000000	double
		[1030]	1.0000000000000000	double
		[1031]	146.00000000000000	double
		[1032]	161.00000000000000	double
		[1033]	67.000000000000000	double
		[1034]	92.000000000000000	double
		[1035]	129.00000000000000	double
		[1036]	156.00000000000000	double
		[1037]	109.00000000000000	double
		[1038]	76.000000000000000	double
		[1039]	4.0000000000000000	double
		[1040]	18.000000000000000	double
		[1041]	85.000000000000000	double
		[1042]	109.00000000000000	double
		[1043]	130.00000000000000	double
		[1044]	-139.00000000000000	double
		[1045]	-44.000000000000000	double
		[1046]	132.00000000000000	double
		[1047]	-85.000000000000000	double
		[1048]	-61.000000000000000	double
		[1049]	3.0000000000000000	double
		[1050]	119.00000000000000	double
		[1051]	79.000000000000000	double
		[1052]	377.00000000000000	double
		[1053]	361.00000000000000	double
		[1054]	54.000000000000000	double
		[1055]	168.00000000000000	double
		[1056]	274.00000000000000	double
		[1057]	1.0000000000000000	double
		[1058]	5.0000000000000000	double
		[1059]	250.00000000000000	double
		[1060]	230.00000000000000	double
		[1061]	-7.0000000000000000	double
		[1062]	10.000000000000000	double
		[1063]	-5.0000000000000000	double
		[1064]	-165.00000000000000	double
		[1065]	30.000000000000000	double
		[1066]	178.00000000000000	double
		[1067]	6.0000000000000000	double
		[1068]	229.00000000000000	double
		[1069]	118.00000000000000	double
		[1070]	121.00000000000000	double
		[1071]	-23.000000000000000	double
		[1072]	-218.00000000000000	double
		[1073]	99.000000000000000	double
		[1074]	10.000000000000000	double
		[1075]	165.00000000000000	double
		[1076]	207.00000000000000	double
		[1077]	50.000000000000000	double
		[1078]	-234.00000000000000	double
		[1079]	-114.00000000000000	double
		[1080]	-50.000000000000000	double
		[1081]	108.00000000000000	double
		[1082]	607.00000000000000	double
		[1083]	47.000000000000000	double
		[1084]	110.00000000000000	double
		[1085]	326.00000000000000	double
		[1086]	268.00000000000000	double
		[1087]	88.000000000000000	double
		[1088]	55.000000000000000	double
		[1089]	21.000000000000000	double
		[1090]	97.000000000000000	double
		[1091]	227.00000000000000	double
		[1092]	-63.000000000000000	double
		[1093]	74.000000000000000	double
		[1094]	282.00000000000000	double
		[1095]	66.000000000000000	double
		[1096]	-13.000000000000000	double
		[1097]	-474.00000000000000	double
		[1098]	0.00000000000000000	double
		[1099]	-93.000000000000000	double
		[1100]	-81.000000000000000	double
		[1101]	-104.00000000000000	double
		[1102]	191.00000000000000	double
		[1103]	258.00000000000000	double
		[1104]	436.00000000000000	double
		[1105]	-24.000000000000000	double
		[1106]	-74.000000000000000	double
		[1107]	253.00000000000000	double
		[1108]	183.00000000000000	double
		[1109]	44.000000000000000	double
		[1110]	111.00000000000000	double
		[1111]	326.00000000000000	double
		[1112]	478.00000000000000	double
		[1113]	321.00000000000000	double
		[1114]	93.000000000000000	double
		[1115]	-321.00000000000000	double
		[1116]	-56.000000000000000	double
		[1117]	55.000000000000000	double
		[1118]	-55.000000000000000	double
		[1119]	-148.00000000000000	double
		[1120]	19.000000000000000	double
		[1121]	276.00000000000000	double
		[1122]	-162.00000000000000	double
		[1123]	157.00000000000000	double
		[1124]	-70.000000000000000	double
		[1125]	-324.00000000000000	double
		[1126]	124.00000000000000	double
		[1127]	224.00000000000000	double
		[1128]	231.00000000000000	double
		[1129]	380.00000000000000	double
		[1130]	279.00000000000000	double
		[1131]	82.000000000000000	double
		[1132]	3.0000000000000000	double
		[1133]	26.000000000000000	double
		[1134]	125.00000000000000	double
		[1135]	27.000000000000000	double
		[1136]	77.000000000000000	double
		[1137]	158.00000000000000	double
		[1138]	247.00000000000000	double
		[1139]	34.000000000000000	double
		[1140]	56.000000000000000	double
		[1141]	-21.000000000000000	double
		[1142]	-80.000000000000000	double
		[1143]	31.000000000000000	double
		[1144]	102.00000000000000	double
		[1145]	117.00000000000000	double
		[1146]	-44.000000000000000	double
		[1147]	118.00000000000000	double
		[1148]	166.00000000000000	double
		[1149]	-135.00000000000000	double
		[1150]	-165.00000000000000	double
		[1151]	-20.000000000000000	double
		[1152]	99.000000000000000	double
		[1153]	207.00000000000000	double
		[1154]	223.00000000000000	double
		[1155]	182.00000000000000	double
		[1156]	100.00000000000000	double
		[1157]	146.00000000000000	double
		[1158]	140.00000000000000	double
		[1159]	114.00000000000000	double
		[1160]	18.000000000000000	double
		[1161]	112.00000000000000	double
		[1162]	26.000000000000000	double
		[1163]	-122.00000000000000	double
		[1164]	52.000000000000000	double
		[1165]	139.00000000000000	double
		[1166]	89.000000000000000	double
		[1167]	12.000000000000000	double
		[1168]	85.000000000000000	double
		[1169]	62.000000000000000	double
		[1170]	20.000000000000000	double
		[1171]	128.00000000000000	double
		[1172]	340.00000000000000	double
		[1173]	525.00000000000000	double
		[1174]	183.00000000000000	double
		[1175]	-126.00000000000000	double
		[1176]	-15.000000000000000	double
		[1177]	8.0000000000000000	double
		[1178]	-9.0000000000000000	double
		[1179]	269.00000000000000	double
		[1180]	200.00000000000000	double
		[1181]	214.00000000000000	double
		[1182]	38.000000000000000	double
		[1183]	-223.00000000000000	double
		[1184]	-52.000000000000000	double
		[1185]	-93.000000000000000	double
		[1186]	149.00000000000000	double
		[1187]	-154.00000000000000	double
		[1188]	81.000000000000000	double
		[1189]	225.00000000000000	double
		[1190]	-5.0000000000000000	double
		[1191]	87.000000000000000	double
		[1192]	119.00000000000000	double
		[1193]	4.0000000000000000	double
		[1194]	235.00000000000000	double
		[1195]	259.00000000000000	double
		[1196]	361.00000000000000	double
		[1197]	-93.000000000000000	double
		[1198]	-29.000000000000000	double
		[1199]	66.000000000000000	double
		[1200]	-49.000000000000000	double
		[1201]	-48.000000000000000	double
		[1202]	131.00000000000000	double
		[1203]	-57.000000000000000	double
		[1204]	-79.000000000000000	double
		[1205]	-79.000000000000000	double
		[1206]	292.00000000000000	double
		[1207]	258.00000000000000	double
		[1208]	170.00000000000000	double
		[1209]	306.00000000000000	double
		[1210]	566.00000000000000	double
		[1211]	363.00000000000000	double
		[1212]	114.00000000000000	double
		[1213]	-144.00000000000000	double
		[1214]	26.000000000000000	double
		[1215]	295.00000000000000	double
		[1216]	5.0000000000000000	double
		[1217]	268.00000000000000	double
		[1218]	59.000000000000000	double
		[1219]	102.00000000000000	double
		[1220]	-217.00000000000000	double
		[1221]	-65.000000000000000	double
		[1222]	-374.00000000000000	double
		[1223]	236.00000000000000	double
		[1224]	290.00000000000000	double
		[1225]	45.000000000000000	double
		[1226]	242.00000000000000	double
		[1227]	19.000000000000000	double
		[1228]	-7.0000000000000000	double
		[1229]	-35.000000000000000	double
		[1230]	-282.00000000000000	double
		[1231]	-16.000000000000000	double
		[1232]	307.00000000000000	double
		[1233]	-39.000000000000000	double
		[1234]	75.000000000000000	double
		[1235]	195.00000000000000	double
		[1236]	89.000000000000000	double
		[1237]	192.00000000000000	double
		[1238]	-65.000000000000000	double
		[1239]	233.00000000000000	double
		[1240]	166.00000000000000	double
		[1241]	101.00000000000000	double
		[1242]	61.000000000000000	double
		[1243]	55.000000000000000	double
		[1244]	51.000000000000000	double
		[1245]	177.00000000000000	double
		[1246]	215.00000000000000	double
		[1247]	245.00000000000000	double
		[1248]	65.000000000000000	double
		[1249]	-19.000000000000000	double
		[1250]	7.0000000000000000	double
		[1251]	76.000000000000000	double
		[1252]	173.00000000000000	double
		[1253]	39.000000000000000	double
		[1254]	-70.000000000000000	double
		[1255]	71.000000000000000	double
		[1256]	-345.00000000000000	double
		[1257]	93.000000000000000	double
		[1258]	285.00000000000000	double
		[1259]	203.00000000000000	double
		[1260]	103.00000000000000	double
		[1261]	-6.0000000000000000	double
		[1262]	-90.000000000000000	double
		[1263]	-11.000000000000000	double
		[1264]	128.00000000000000	double
		[1265]	327.00000000000000	double
		[1266]	131.00000000000000	double
		[1267]	-124.00000000000000	double
		[1268]	-7.0000000000000000	double
		[1269]	-27.000000000000000	double
		[1270]	33.000000000000000	double
		[1271]	43.000000000000000	double
		[1272]	306.00000000000000	double
		[1273]	163.00000000000000	double
		[1274]	71.000000000000000	double
		[1275]	171.00000000000000	double
		[1276]	167.00000000000000	double
		[1277]	32.000000000000000	double
		[1278]	31.000000000000000	double
		[1279]	362.00000000000000	double
		[1280]	347.00000000000000	double
		[1281]	-17.000000000000000	double
		[1282]	38.000000000000000	double
		[1283]	92.000000000000000	double
		[1284]	-175.00000000000000	double
		[1285]	-177.00000000000000	double
		[1286]	-167.00000000000000	double
		[1287]	-22.000000000000000	double
		[1288]	-154.00000000000000	double
		[1289]	-57.000000000000000	double
		[1290]	245.00000000000000	double
		[1291]	429.00000000000000	double
		[1292]	203.00000000000000	double
		[1293]	165.00000000000000	double
		[1294]	13.000000000000000	double
		[1295]	-145.00000000000000	double
		[1296]	-258.00000000000000	double
		[1297]	327.00000000000000	double
		[1298]	548.00000000000000	double
		[1299]	159.00000000000000	double
		[1300]	-266.00000000000000	double
		[1301]	-73.000000000000000	double
		[1302]	-88.000000000000000	double
		[1303]	-60.000000000000000	double
		[1304]	51.000000000000000	double
		[1305]	-28.000000000000000	double
		[1306]	151.00000000000000	double
		[1307]	68.000000000000000	double
		[1308]	402.00000000000000	double
		[1309]	539.00000000000000	double
		[1310]	208.00000000000000	double
		[1311]	162.00000000000000	double
		[1312]	209.00000000000000	double
		[1313]	-108.00000000000000	double
		[1314]	91.000000000000000	double
		[1315]	98.000000000000000	double
		[1316]	-135.00000000000000	double
		[1317]	10.000000000000000	double
		[1318]	106.00000000000000	double
		[1319]	136.00000000000000	double
		[1320]	8.0000000000000000	double
		[1321]	160.00000000000000	double
		[1322]	-59.000000000000000	double
		[1323]	288.00000000000000	double
		[1324]	30.000000000000000	double
		[1325]	181.00000000000000	double
		[1326]	312.00000000000000	double
		[1327]	27.000000000000000	double
		[1328]	127.00000000000000	double
		[1329]	19.000000000000000	double
		[1330]	55.000000000000000	double
		[1331]	-30.000000000000000	double
		[1332]	48.000000000000000	double
		[1333]	54.000000000000000	double
		[1334]	49.000000000000000	double
		[1335]	58.000000000000000	double
		[1336]	104.00000000000000	double
		[1337]	158.00000000000000	double
		[1338]	69.000000000000000	double
		[1339]	44.000000000000000	double
		[1340]	127.00000000000000	double
		[1341]	211.00000000000000	double
		[1342]	14.000000000000000	double
		[1343]	139.00000000000000	double
		[1344]	-323.00000000000000	double
		[1345]	297.00000000000000	double
		[1346]	291.00000000000000	double
		[1347]	-104.00000000000000	double
		[1348]	-133.00000000000000	double
		[1349]	-97.000000000000000	double
		[1350]	169.00000000000000	double
		[1351]	134.00000000000000	double
		[1352]	121.00000000000000	double
		[1353]	87.000000000000000	double
		[1354]	119.00000000000000	double
		[1355]	335.00000000000000	double
		[1356]	84.000000000000000	double
		[1357]	114.00000000000000	double
		[1358]	62.000000000000000	double
		[1359]	82.000000000000000	double
		[1360]	147.00000000000000	double
		[1361]	-36.000000000000000	double
		[1362]	115.00000000000000	double
		[1363]	116.00000000000000	double
		[1364]	27.000000000000000	double
		[1365]	-30.000000000000000	double
		[1366]	11.000000000000000	double
		[1367]	97.000000000000000	double
		[1368]	9.0000000000000000	double
		[1369]	134.00000000000000	double
		[1370]	139.00000000000000	double
		[1371]	228.00000000000000	double
		[1372]	133.00000000000000	double
		[1373]	136.00000000000000	double
		[1374]	117.00000000000000	double
		[1375]	84.000000000000000	double
		[1376]	109.00000000000000	double
		[1377]	239.00000000000000	double
		[1378]	516.00000000000000	double
		[1379]	-67.000000000000000	double
		[1380]	-92.000000000000000	double
		[1381]	-18.000000000000000	double
		[1382]	-237.00000000000000	double
		[1383]	38.000000000000000	double
		[1384]	154.00000000000000	double
		[1385]	200.00000000000000	double
		[1386]	-11.000000000000000	double
		[1387]	-271.00000000000000	double
		[1388]	18.000000000000000	double
		[1389]	-25.000000000000000	double
		[1390]	-93.000000000000000	double
		[1391]	99.000000000000000	double
		[1392]	263.00000000000000	double
		[1393]	-125.00000000000000	double
		[1394]	341.00000000000000	double
		[1395]	225.00000000000000	double
		[1396]	135.00000000000000	double
		[1397]	-77.000000000000000	double
		[1398]	-99.000000000000000	double
		[1399]	140.00000000000000	double
		[1400]	177.00000000000000	double
		[1401]	13.000000000000000	double
		[1402]	-172.00000000000000	double
		[1403]	127.00000000000000	double
		[1404]	5.0000000000000000	double
		[1405]	139.00000000000000	double
		[1406]	265.00000000000000	double
		[1407]	276.00000000000000	double
		[1408]	-173.00000000000000	double
		[1409]	-43.000000000000000	double
		[1410]	283.00000000000000	double
		[1411]	457.00000000000000	double
		[1412]	16.000000000000000	double
		[1413]	190.00000000000000	double
		[1414]	-142.00000000000000	double
		[1415]	-168.00000000000000	double
		[1416]	-100.00000000000000	double
		[1417]	297.00000000000000	double
		[1418]	57.000000000000000	double
		[1419]	160.00000000000000	double
		[1420]	340.00000000000000	double
		[1421]	77.000000000000000	double
		[1422]	106.00000000000000	double
		[1423]	-35.000000000000000	double
		[1424]	-37.000000000000000	double
		[1425]	340.00000000000000	double
		[1426]	277.00000000000000	double
		[1427]	188.00000000000000	double
		[1428]	3.0000000000000000	double
		[1429]	-32.000000000000000	double
		[1430]	-49.000000000000000	double
		[1431]	-229.00000000000000	double
		[1432]	-58.000000000000000	double
		[1433]	200.00000000000000	double
		[1434]	338.00000000000000	double
		[1435]	216.00000000000000	double
		[1436]	37.000000000000000	double
		[1437]	-265.00000000000000	double
		[1438]	-7.0000000000000000	double
		[1439]	184.00000000000000	double
		[1440]	-36.000000000000000	double
		[1441]	61.000000000000000	double
		[1442]	139.00000000000000	double
		[1443]	89.000000000000000	double
		[1444]	121.00000000000000	double
		[1445]	166.00000000000000	double
		[1446]	-84.000000000000000	double
		[1447]	206.00000000000000	double
		[1448]	202.00000000000000	double
		[1449]	69.000000000000000	double
		[1450]	92.000000000000000	double
		[1451]	171.00000000000000	double
		[1452]	176.00000000000000	double
		[1453]	115.00000000000000	double
		[1454]	237.00000000000000	double
		[1455]	-85.000000000000000	double
		[1456]	21.000000000000000	double
		[1457]	-7.0000000000000000	double
		[1458]	83.000000000000000	double
		[1459]	51.000000000000000	double
		[1460]	-15.000000000000000	double
		[1461]	72.000000000000000	double
		[1462]	-105.00000000000000	double
		[1463]	-72.000000000000000	double
		[1464]	9.0000000000000000	double
		[1465]	25.000000000000000	double
		[1466]	74.000000000000000	double
		[1467]	117.00000000000000	double
		[1468]	124.00000000000000	double
		[1469]	201.00000000000000	double
		[1470]	195.00000000000000	double
		[1471]	104.00000000000000	double
		[1472]	103.00000000000000	double
		[1473]	265.00000000000000	double
		[1474]	227.00000000000000	double
		[1475]	145.00000000000000	double
		[1476]	71.000000000000000	double
		[1477]	141.00000000000000	double
		[1478]	238.00000000000000	double
		[1479]	-215.00000000000000	double
		[1480]	-184.00000000000000	double
		[1481]	162.00000000000000	double
		[1482]	131.00000000000000	double
		[1483]	215.00000000000000	double
		[1484]	180.00000000000000	double
		[1485]	38.000000000000000	double
		[1486]	248.00000000000000	double
		[1487]	215.00000000000000	double
		[1488]	-169.00000000000000	double
		[1489]	-273.00000000000000	double
		[1490]	78.000000000000000	double
		[1491]	176.00000000000000	double
		[1492]	174.00000000000000	double
		[1493]	106.00000000000000	double
		[1494]	-147.00000000000000	double
		[1495]	-50.000000000000000	double
		[1496]	-119.00000000000000	double
		[1497]	-237.00000000000000	double
		[1498]	227.00000000000000	double
		[1499]	281.00000000000000	double
		[1500]	224.00000000000000	double
		[1501]	121.00000000000000	double
		[1502]	58.000000000000000	double
		[1503]	121.00000000000000	double
		[1504]	60.000000000000000	double
		[1505]	53.000000000000000	double
		[1506]	52.000000000000000	double
		[1507]	-74.000000000000000	double
		[1508]	17.000000000000000	double
		[1509]	250.00000000000000	double
		[1510]	379.00000000000000	double
		[1511]	125.00000000000000	double
		[1512]	824.00000000000000	double
		[1513]	89.000000000000000	double
		[1514]	-245.00000000000000	double
		[1515]	-172.00000000000000	double
		[1516]	-562.00000000000000	double
		[1517]	62.000000000000000	double
		[1518]	98.000000000000000	double
		[1519]	-275.00000000000000	double
		[1520]	289.00000000000000	double
		[1521]	68.000000000000000	double
		[1522]	65.000000000000000	double
		[1523]	269.00000000000000	double
		[1524]	281.00000000000000	double
		[1525]	207.00000000000000	double
		[1526]	207.00000000000000	double
		[1527]	-46.000000000000000	double
		[1528]	41.000000000000000	double
		[1529]	32.000000000000000	double
		[1530]	171.00000000000000	double
		[1531]	119.00000000000000	double
		[1532]	13.000000000000000	double
		[1533]	-46.000000000000000	double
		[1534]	-217.00000000000000	double
		[1535]	121.00000000000000	double
		[1536]	151.00000000000000	double
		[1537]	312.00000000000000	double
		[1538]	158.00000000000000	double
		[1539]	183.00000000000000	double
		[1540]	107.00000000000000	double
		[1541]	147.00000000000000	double
		[1542]	51.000000000000000	double
		[1543]	323.00000000000000	double
		[1544]	210.00000000000000	double
		[1545]	-109.00000000000000	double
		[1546]	-116.00000000000000	double
		[1547]	-82.000000000000000	double
		[1548]	17.000000000000000	double
		[1549]	92.000000000000000	double
		[1550]	-72.000000000000000	double
		[1551]	194.00000000000000	double
		[1552]	294.00000000000000	double
		[1553]	290.00000000000000	double
		[1554]	189.00000000000000	double
		[1555]	-43.000000000000000	double
		[1556]	-3.0000000000000000	double
		[1557]	73.000000000000000	double
		[1558]	21.000000000000000	double
		[1559]	46.000000000000000	double
		[1560]	-20.000000000000000	double
		[1561]	25.000000000000000	double
		[1562]	3.0000000000000000	double
		[1563]	43.000000000000000	double
		[1564]	41.000000000000000	double
		[1565]	-27.000000000000000	double
		[1566]	5.0000000000000000	double
		[1567]	44.000000000000000	double
		[1568]	67.000000000000000	double
		[1569]	137.00000000000000	double
		[1570]	228.00000000000000	double
		[1571]	207.00000000000000	double
		[1572]	193.00000000000000	double
		[1573]	71.000000000000000	double
		[1574]	89.000000000000000	double
		[1575]	45.000000000000000	double
		[1576]	244.00000000000000	double
		[1577]	294.00000000000000	double
		[1578]	262.00000000000000	double
		[1579]	315.00000000000000	double
		[1580]	178.00000000000000	double
		[1581]	154.00000000000000	double
		[1582]	12.000000000000000	double
		[1583]	-236.00000000000000	double
		[1584]	-407.00000000000000	double
		[1585]	-175.00000000000000	double
		[1586]	-186.00000000000000	double
		[1587]	-257.00000000000000	double
		[1588]	-14.000000000000000	double
		[1589]	-59.000000000000000	double
		[1590]	554.00000000000000	double
		[1591]	132.00000000000000	double
		[1592]	236.00000000000000	double
		[1593]	492.00000000000000	double
		[1594]	225.00000000000000	double
		[1595]	134.00000000000000	double
		[1596]	210.00000000000000	double
		[1597]	66.000000000000000	double
		[1598]	321.00000000000000	double
		[1599]	18.000000000000000	double
		[1600]	107.00000000000000	double
		[1601]	73.000000000000000	double
		[1602]	-205.00000000000000	double
		[1603]	-83.000000000000000	double
		[1604]	103.00000000000000	double
		[1605]	-233.00000000000000	double
		[1606]	-355.00000000000000	double
		[1607]	-387.00000000000000	double
		[1608]	278.00000000000000	double
		[1609]	287.00000000000000	double
		[1610]	516.00000000000000	double
		[1611]	701.00000000000000	double
		[1612]	182.00000000000000	double
		[1613]	-86.000000000000000	double
		[1614]	-230.00000000000000	double
		[1615]	113.00000000000000	double
		[1616]	375.00000000000000	double
		[1617]	232.00000000000000	double
		[1618]	-59.000000000000000	double
		[1619]	166.00000000000000	double
		[1620]	157.00000000000000	double
		[1621]	-460.00000000000000	double
		[1622]	-142.00000000000000	double
		[1623]	-5.0000000000000000	double
		[1624]	290.00000000000000	double
		[1625]	155.00000000000000	double
		[1626]	307.00000000000000	double
		[1627]	191.00000000000000	double
		[1628]	-147.00000000000000	double
		[1629]	126.00000000000000	double
		[1630]	44.000000000000000	double
		[1631]	9.0000000000000000	double
		[1632]	184.00000000000000	double
		[1633]	149.00000000000000	double
		[1634]	13.000000000000000	double
		[1635]	-336.00000000000000	double
		[1636]	10.000000000000000	double
		[1637]	80.000000000000000	double
		[1638]	-93.000000000000000	double
		[1639]	39.000000000000000	double
		[1640]	450.00000000000000	double
		[1641]	-34.000000000000000	double
		[1642]	117.00000000000000	double
		[1643]	93.000000000000000	double
		[1644]	246.00000000000000	double
		[1645]	94.000000000000000	double
		[1646]	217.00000000000000	double
		[1647]	221.00000000000000	double
		[1648]	91.000000000000000	double
		[1649]	18.000000000000000	double
		[1650]	-47.000000000000000	double
		[1651]	97.000000000000000	double
		[1652]	243.00000000000000	double
		[1653]	90.000000000000000	double
		[1654]	-93.000000000000000	double
		[1655]	-6.0000000000000000	double
		[1656]	239.00000000000000	double
		[1657]	262.00000000000000	double
		[1658]	103.00000000000000	double
		[1659]	-61.000000000000000	double
		[1660]	-206.00000000000000	double
		[1661]	161.00000000000000	double
		[1662]	90.000000000000000	double
		[1663]	48.000000000000000	double
		[1664]	187.00000000000000	double
		[1665]	23.000000000000000	double
		[1666]	69.000000000000000	double
		[1667]	125.00000000000000	double
		[1668]	-37.000000000000000	double
		[1669]	100.00000000000000	double
		[1670]	128.00000000000000	double
		[1671]	-97.000000000000000	double
		[1672]	68.000000000000000	double
		[1673]	81.000000000000000	double
		[1674]	209.00000000000000	double
		[1675]	351.00000000000000	double
		[1676]	271.00000000000000	double
		[1677]	-98.000000000000000	double
		[1678]	-152.00000000000000	double
		[1679]	35.000000000000000	double
		[1680]	134.00000000000000	double
		[1681]	305.00000000000000	double
		[1682]	537.00000000000000	double
		[1683]	101.00000000000000	double
		[1684]	-22.000000000000000	double
		[1685]	-407.00000000000000	double
		[1686]	-126.00000000000000	double
		[1687]	54.000000000000000	double
		[1688]	254.00000000000000	double
		[1689]	-35.000000000000000	double
		[1690]	-243.00000000000000	double
		[1691]	-142.00000000000000	double
		[1692]	78.000000000000000	double
		[1693]	316.00000000000000	double
		[1694]	71.000000000000000	double
		[1695]	276.00000000000000	double
		[1696]	305.00000000000000	double
		[1697]	178.00000000000000	double
		[1698]	78.000000000000000	double
		[1699]	170.00000000000000	double
		[1700]	25.000000000000000	double
		[1701]	41.000000000000000	double
		[1702]	197.00000000000000	double
		[1703]	74.000000000000000	double
		[1704]	-234.00000000000000	double
		[1705]	-155.00000000000000	double
		[1706]	-52.000000000000000	double
		[1707]	-42.000000000000000	double
		[1708]	120.00000000000000	double
		[1709]	193.00000000000000	double
		[1710]	546.00000000000000	double
		[1711]	36.000000000000000	double
		[1712]	75.000000000000000	double
		[1713]	21.000000000000000	double
		[1714]	58.000000000000000	double
		[1715]	290.00000000000000	double
		[1716]	131.00000000000000	double
		[1717]	-128.00000000000000	double
		[1718]	127.00000000000000	double
		[1719]	-170.00000000000000	double
		[1720]	-117.00000000000000	double
		[1721]	-144.00000000000000	double
		[1722]	-33.000000000000000	double
		[1723]	253.00000000000000	double
		[1724]	217.00000000000000	double
		[1725]	48.000000000000000	double
		[1726]	130.00000000000000	double
		[1727]	-14.000000000000000	double
		[1728]	294.00000000000000	double
		[1729]	246.00000000000000	double
		[1730]	217.00000000000000	double
		[1731]	1.0000000000000000	double
		[1732]	129.00000000000000	double
		[1733]	133.00000000000000	double
		[1734]	60.000000000000000	double
		[1735]	3.0000000000000000	double
		[1736]	46.000000000000000	double
		[1737]	-49.000000000000000	double
		[1738]	115.00000000000000	double
		[1739]	-16.000000000000000	double
		[1740]	67.000000000000000	double
		[1741]	62.000000000000000	double
		[1742]	61.000000000000000	double
		[1743]	127.00000000000000	double
		[1744]	266.00000000000000	double
		[1745]	95.000000000000000	double
		[1746]	-21.000000000000000	double
		[1747]	187.00000000000000	double
		[1748]	246.00000000000000	double
		[1749]	-23.000000000000000	double
		[1750]	224.00000000000000	double
		[1751]	33.000000000000000	double
		[1752]	-154.00000000000000	double
		[1753]	-1.0000000000000000	double
		[1754]	143.00000000000000	double
		[1755]	-71.000000000000000	double
		[1756]	221.00000000000000	double
		[1757]	251.00000000000000	double
		[1758]	128.00000000000000	double
		[1759]	169.00000000000000	double
		[1760]	275.00000000000000	double
		[1761]	-12.000000000000000	double
		[1762]	18.000000000000000	double
		[1763]	-48.000000000000000	double
		[1764]	-82.000000000000000	double
		[1765]	115.00000000000000	double
		[1766]	58.000000000000000	double
		[1767]	-105.00000000000000	double
		[1768]	-153.00000000000000	double
