-		lowSrc	0x001975e0	double [4096]
		[320]	96.000000000000000	double
		[321]	150.00000000000000	double
		[322]	352.00000000000000	double
		[323]	155.00000000000000	double
		[324]	33.000000000000000	double
		[325]	49.000000000000000	double
		[326]	-111.00000000000000	double
		[327]	-123.00000000000000	double
		[328]	2.0000000000000000	double
		[329]	293.00000000000000	double
		[330]	204.00000000000000	double
		[331]	71.000000000000000	double
		[332]	0.00000000000000000	double
		[333]	269.00000000000000	double
		[334]	106.00000000000000	double
		[335]	-87.000000000000000	double
		[336]	-57.000000000000000	double
		[337]	90.000000000000000	double
		[338]	243.00000000000000	double
		[339]	153.00000000000000	double
		[340]	55.000000000000000	double
		[341]	11.000000000000000	double
		[342]	-70.000000000000000	double
		[343]	1.0000000000000000	double
		[344]	53.000000000000000	double
		[345]	-6.0000000000000000	double
		[346]	13.000000000000000	double
		[347]	27.000000000000000	double
		[348]	115.00000000000000	double
		[349]	76.000000000000000	double
		[350]	142.00000000000000	double
		[351]	531.00000000000000	double
		[352]	245.00000000000000	double
		[353]	228.00000000000000	double
		[354]	215.00000000000000	double
		[355]	-5.0000000000000000	double
		[356]	-45.000000000000000	double
		[357]	35.000000000000000	double
		[358]	-21.000000000000000	double
		[359]	95.000000000000000	double
		[360]	-34.000000000000000	double
		[361]	-9.0000000000000000	double
		[362]	21.000000000000000	double
		[363]	-107.00000000000000	double
		[364]	33.000000000000000	double
		[365]	196.00000000000000	double
		[366]	173.00000000000000	double
		[367]	193.00000000000000	double
		[368]	-3.0000000000000000	double
		[369]	12.000000000000000	double
		[370]	249.00000000000000	double
		[371]	355.00000000000000	double
		[372]	411.00000000000000	double
		[373]	55.000000000000000	double
		[374]	120.00000000000000	double
		[375]	308.00000000000000	double
		[376]	55.000000000000000	double
		[377]	35.000000000000000	double
		[378]	-140.00000000000000	double
		[379]	-218.00000000000000	double
		[380]	-51.000000000000000	double
		[381]	-211.00000000000000	double
		[382]	-179.00000000000000	double
		[383]	374.00000000000000	double
		[384]	204.00000000000000	double
		[385]	197.00000000000000	double
		[386]	79.000000000000000	double
		[387]	143.00000000000000	double
		[388]	76.000000000000000	double
		[389]	-341.00000000000000	double
		[390]	83.000000000000000	double
		[391]	206.00000000000000	double
		[392]	344.00000000000000	double
		[393]	96.000000000000000	double
		[394]	113.00000000000000	double
		[395]	226.00000000000000	double
		[396]	-38.000000000000000	double
		[397]	147.00000000000000	double
		[398]	124.00000000000000	double
		[399]	117.00000000000000	double
		[400]	113.00000000000000	double
		[401]	-57.000000000000000	double
		[402]	334.00000000000000	double
		[403]	-187.00000000000000	double
		[404]	199.00000000000000	double
		[405]	-452.00000000000000	double
		[406]	124.00000000000000	double
		[407]	128.00000000000000	double
		[408]	169.00000000000000	double
		[409]	-127.00000000000000	double
		[410]	-79.000000000000000	double
		[411]	267.00000000000000	double
		[412]	93.000000000000000	double
		[413]	2.0000000000000000	double
		[414]	-93.000000000000000	double
		[415]	0.00000000000000000	double
		[416]	62.000000000000000	double
		[417]	136.00000000000000	double
		[418]	201.00000000000000	double
		[419]	-30.000000000000000	double
		[420]	129.00000000000000	double
		[421]	308.00000000000000	double
		[422]	113.00000000000000	double
		[423]	-26.000000000000000	double
		[424]	16.000000000000000	double
		[425]	112.00000000000000	double
		[426]	252.00000000000000	double
		[427]	153.00000000000000	double
		[428]	171.00000000000000	double
		[429]	115.00000000000000	double
		[430]	295.00000000000000	double
		[431]	185.00000000000000	double
		[432]	-150.00000000000000	double
		[433]	-320.00000000000000	double
		[434]	152.00000000000000	double
		[435]	-28.000000000000000	double
		[436]	9.0000000000000000	double
		[437]	-49.000000000000000	double
		[438]	-48.000000000000000	double
		[439]	-15.000000000000000	double
		[440]	48.000000000000000	double
		[441]	85.000000000000000	double
		[442]	4.0000000000000000	double
		[443]	180.00000000000000	double
		[444]	2.0000000000000000	double
		[445]	88.000000000000000	double
		[446]	158.00000000000000	double
		[447]	203.00000000000000	double
		[448]	227.00000000000000	double
		[449]	204.00000000000000	double
		[450]	119.00000000000000	double
		[451]	83.000000000000000	double
		[452]	162.00000000000000	double
		[453]	76.000000000000000	double
		[454]	-40.000000000000000	double
		[455]	-276.00000000000000	double
		[456]	-125.00000000000000	double
		[457]	-101.00000000000000	double
		[458]	-52.000000000000000	double
		[459]	202.00000000000000	double
		[460]	109.00000000000000	double
		[461]	-9.0000000000000000	double
		[462]	46.000000000000000	double
		[463]	211.00000000000000	double
		[464]	79.000000000000000	double
		[465]	288.00000000000000	double
		[466]	289.00000000000000	double
		[467]	485.00000000000000	double
		[468]	215.00000000000000	double
		[469]	115.00000000000000	double
		[470]	194.00000000000000	double
		[471]	223.00000000000000	double
		[472]	-213.00000000000000	double
		[473]	-418.00000000000000	double
		[474]	-117.00000000000000	double
		[475]	-103.00000000000000	double
		[476]	320.00000000000000	double
		[477]	306.00000000000000	double
		[478]	41.000000000000000	double
		[479]	-128.00000000000000	double
		[480]	-268.00000000000000	double
		[481]	-124.00000000000000	double
		[482]	62.000000000000000	double
		[483]	-35.000000000000000	double
		[484]	148.00000000000000	double
		[485]	211.00000000000000	double
		[486]	203.00000000000000	double
		[487]	35.000000000000000	double
		[488]	226.00000000000000	double
		[489]	-60.000000000000000	double
		[490]	91.000000000000000	double
		[491]	123.00000000000000	double
		[492]	389.00000000000000	double
		[493]	445.00000000000000	double
		[494]	-38.000000000000000	double
		[495]	-84.000000000000000	double
		[496]	82.000000000000000	double
		[497]	-173.00000000000000	double
		[498]	191.00000000000000	double
		[499]	-129.00000000000000	double
		[500]	-141.00000000000000	double
		[501]	254.00000000000000	double
		[502]	171.00000000000000	double
		[503]	101.00000000000000	double
		[504]	-49.000000000000000	double
		[505]	-67.000000000000000	double
		[506]	318.00000000000000	double
		[507]	328.00000000000000	double
		[508]	257.00000000000000	double
		[509]	330.00000000000000	double
		[510]	227.00000000000000	double
		[511]	177.00000000000000	double
		[512]	-260.00000000000000	double
		[513]	6.0000000000000000	double
		[514]	89.000000000000000	double
		[515]	-54.000000000000000	double
		[516]	210.00000000000000	double
		[517]	-180.00000000000000	double
		[518]	-92.000000000000000	double
		[519]	-155.00000000000000	double
		[520]	95.000000000000000	double
		[521]	105.00000000000000	double
		[522]	342.00000000000000	double
		[523]	289.00000000000000	double
		[524]	175.00000000000000	double
		[525]	67.000000000000000	double
		[526]	106.00000000000000	double
		[527]	174.00000000000000	double
		[528]	-28.000000000000000	double
		[529]	-197.00000000000000	double
		[530]	185.00000000000000	double
		[531]	-126.00000000000000	double
		[532]	-28.000000000000000	double
		[533]	14.000000000000000	double
		[534]	184.00000000000000	double
		[535]	179.00000000000000	double
		[536]	84.000000000000000	double
		[537]	164.00000000000000	double
		[538]	60.000000000000000	double
		[539]	4.0000000000000000	double
		[540]	-41.000000000000000	double
		[541]	-20.000000000000000	double
		[542]	16.000000000000000	double
		[543]	85.000000000000000	double
		[544]	193.00000000000000	double
		[545]	247.00000000000000	double
		[546]	13.000000000000000	double
		[547]	32.000000000000000	double
		[548]	88.000000000000000	double
		[549]	51.000000000000000	double
		[550]	132.00000000000000	double
		[551]	57.000000000000000	double
		[552]	126.00000000000000	double
		[553]	-79.000000000000000	double
		[554]	-217.00000000000000	double
		[555]	163.00000000000000	double
		[556]	243.00000000000000	double
		[557]	217.00000000000000	double
		[558]	231.00000000000000	double
		[559]	-66.000000000000000	double
		[560]	136.00000000000000	double
		[561]	197.00000000000000	double
		[562]	266.00000000000000	double
		[563]	204.00000000000000	double
		[564]	41.000000000000000	double
		[565]	231.00000000000000	double
		[566]	101.00000000000000	double
		[567]	184.00000000000000	double
		[568]	-81.000000000000000	double
		[569]	-365.00000000000000	double
		[570]	34.000000000000000	double
		[571]	204.00000000000000	double
		[572]	94.000000000000000	double
		[573]	137.00000000000000	double
		[574]	-180.00000000000000	double
		[575]	-355.00000000000000	double
		[576]	62.000000000000000	double
		[577]	4.0000000000000000	double
		[578]	163.00000000000000	double
		[579]	335.00000000000000	double
		[580]	197.00000000000000	double
		[581]	118.00000000000000	double
		[582]	228.00000000000000	double
		[583]	215.00000000000000	double
		[584]	-224.00000000000000	double
		[585]	-280.00000000000000	double
		[586]	82.000000000000000	double
		[587]	-11.000000000000000	double
		[588]	285.00000000000000	double
		[589]	201.00000000000000	double
		[590]	113.00000000000000	double
		[591]	599.00000000000000	double
		[592]	-55.000000000000000	double
		[593]	-93.000000000000000	double
		[594]	194.00000000000000	double
		[595]	-670.00000000000000	double
		[596]	143.00000000000000	double
		[597]	289.00000000000000	double
		[598]	324.00000000000000	double
		[599]	46.000000000000000	double
		[600]	252.00000000000000	double
		[601]	-20.000000000000000	double
		[602]	577.00000000000000	double
		[603]	254.00000000000000	double
		[604]	-432.00000000000000	double
		[605]	-169.00000000000000	double
		[606]	-103.00000000000000	double
		[607]	-98.000000000000000	double
		[608]	10.000000000000000	double
		[609]	-82.000000000000000	double
		[610]	-6.0000000000000000	double
		[611]	136.00000000000000	double
		[612]	246.00000000000000	double
		[613]	68.000000000000000	double
		[614]	-164.00000000000000	double
		[615]	115.00000000000000	double
		[616]	116.00000000000000	double
		[617]	143.00000000000000	double
		[618]	-121.00000000000000	double
		[619]	159.00000000000000	double
		[620]	229.00000000000000	double
		[621]	254.00000000000000	double
		[622]	124.00000000000000	double
		[623]	144.00000000000000	double
		[624]	31.000000000000000	double
		[625]	104.00000000000000	double
		[626]	156.00000000000000	double
		[627]	125.00000000000000	double
		[628]	-11.000000000000000	double
		[629]	-105.00000000000000	double
		[630]	158.00000000000000	double
		[631]	145.00000000000000	double
		[632]	227.00000000000000	double
		[633]	176.00000000000000	double
		[634]	134.00000000000000	double
		[635]	106.00000000000000	double
		[636]	-153.00000000000000	double
		[637]	-215.00000000000000	double
		[638]	-33.000000000000000	double
		[639]	25.000000000000000	double
		[640]	96.000000000000000	double
		[641]	162.00000000000000	double
		[642]	61.000000000000000	double
		[643]	81.000000000000000	double
		[644]	-1.0000000000000000	double
		[645]	-23.000000000000000	double
		[646]	15.000000000000000	double
		[647]	238.00000000000000	double
		[648]	299.00000000000000	double
		[649]	111.00000000000000	double
		[650]	17.000000000000000	double
		[651]	15.000000000000000	double
		[652]	-145.00000000000000	double
		[653]	161.00000000000000	double
		[654]	138.00000000000000	double
		[655]	230.00000000000000	double
		[656]	205.00000000000000	double
		[657]	245.00000000000000	double
		[658]	53.000000000000000	double
		[659]	-13.000000000000000	double
		[660]	-45.000000000000000	double
		[661]	106.00000000000000	double
		[662]	103.00000000000000	double
		[663]	135.00000000000000	double
		[664]	321.00000000000000	double
		[665]	251.00000000000000	double
		[666]	250.00000000000000	double
		[667]	-50.000000000000000	double
		[668]	-42.000000000000000	double
		[669]	-105.00000000000000	double
		[670]	-145.00000000000000	double
		[671]	124.00000000000000	double
		[672]	147.00000000000000	double
		[673]	169.00000000000000	double
		[674]	55.000000000000000	double
		[675]	-59.000000000000000	double
		[676]	-132.00000000000000	double
		[677]	-120.00000000000000	double
		[678]	91.000000000000000	double
		[679]	380.00000000000000	double
		[680]	422.00000000000000	double
		[681]	117.00000000000000	double
		[682]	95.000000000000000	double
		[683]	-22.000000000000000	double
		[684]	14.000000000000000	double
		[685]	197.00000000000000	double
		[686]	145.00000000000000	double
		[687]	229.00000000000000	double
		[688]	-89.000000000000000	double
		[689]	79.000000000000000	double
		[690]	-28.000000000000000	double
		[691]	43.000000000000000	double
		[692]	-419.00000000000000	double
		[693]	-441.00000000000000	double
		[694]	-227.00000000000000	double
		[695]	38.000000000000000	double
		[696]	345.00000000000000	double
		[697]	249.00000000000000	double
		[698]	105.00000000000000	double
		[699]	-45.000000000000000	double
		[700]	543.00000000000000	double
		[701]	679.00000000000000	double
		[702]	259.00000000000000	double
		[703]	-67.000000000000000	double
		[704]	279.00000000000000	double
		[705]	14.000000000000000	double
		[706]	457.00000000000000	double
		[707]	297.00000000000000	double
		[708]	19.000000000000000	double
		[709]	-147.00000000000000	double
		[710]	122.00000000000000	double
		[711]	-232.00000000000000	double
		[712]	182.00000000000000	double
		[713]	-30.000000000000000	double
		[714]	-87.000000000000000	double
		[715]	150.00000000000000	double
		[716]	-42.000000000000000	double
		[717]	79.000000000000000	double
		[718]	39.000000000000000	double
		[719]	254.00000000000000	double
		[720]	254.00000000000000	double
		[721]	32.000000000000000	double
		[722]	8.0000000000000000	double
		[723]	-260.00000000000000	double
		[724]	-215.00000000000000	double
		[725]	-62.000000000000000	double
		[726]	170.00000000000000	double
		[727]	493.00000000000000	double
		[728]	241.00000000000000	double
		[729]	187.00000000000000	double
		[730]	128.00000000000000	double
		[731]	49.000000000000000	double
		[732]	-138.00000000000000	double
		[733]	183.00000000000000	double
		[734]	69.000000000000000	double
		[735]	-29.000000000000000	double
		[736]	-93.000000000000000	double
		[737]	121.00000000000000	double
		[738]	182.00000000000000	double
		[739]	367.00000000000000	double
		[740]	121.00000000000000	double
		[741]	-242.00000000000000	double
		[742]	-256.00000000000000	double
		[743]	-12.000000000000000	double
		[744]	272.00000000000000	double
		[745]	215.00000000000000	double
		[746]	112.00000000000000	double
		[747]	-31.000000000000000	double
		[748]	-126.00000000000000	double
		[749]	1.0000000000000000	double
		[750]	-221.00000000000000	double
		[751]	228.00000000000000	double
		[752]	285.00000000000000	double
		[753]	253.00000000000000	double
		[754]	78.000000000000000	double
		[755]	61.000000000000000	double
		[756]	96.000000000000000	double
		[757]	116.00000000000000	double
		[758]	-9.0000000000000000	double
		[759]	100.00000000000000	double
		[760]	-18.000000000000000	double
		[761]	-25.000000000000000	double
		[762]	148.00000000000000	double
		[763]	123.00000000000000	double
		[764]	338.00000000000000	double
		[765]	218.00000000000000	double
		[766]	100.00000000000000	double
		[767]	49.000000000000000	double
		[768]	-53.000000000000000	double
		[769]	-202.00000000000000	double
		[770]	-85.000000000000000	double
		[771]	290.00000000000000	double
		[772]	307.00000000000000	double
		[773]	304.00000000000000	double
		[774]	406.00000000000000	double
		[775]	21.000000000000000	double
		[776]	-237.00000000000000	double
		[777]	-520.00000000000000	double
		[778]	-204.00000000000000	double
		[779]	285.00000000000000	double
		[780]	387.00000000000000	double
		[781]	184.00000000000000	double
		[782]	-161.00000000000000	double
		[783]	-193.00000000000000	double
		[784]	-238.00000000000000	double
		[785]	-165.00000000000000	double
		[786]	141.00000000000000	double
		[787]	583.00000000000000	double
		[788]	501.00000000000000	double
		[789]	52.000000000000000	double
		[790]	-206.00000000000000	double
		[791]	-128.00000000000000	double
		[792]	34.000000000000000	double
		[793]	218.00000000000000	double
		[794]	282.00000000000000	double
		[795]	271.00000000000000	double
		[796]	129.00000000000000	double
		[797]	105.00000000000000	double
		[798]	44.000000000000000	double
		[799]	-117.00000000000000	double
		[800]	38.000000000000000	double
		[801]	793.00000000000000	double
		[802]	353.00000000000000	double
		[803]	-38.000000000000000	double
		[804]	-34.000000000000000	double
		[805]	92.000000000000000	double
		[806]	113.00000000000000	double
		[807]	106.00000000000000	double
		[808]	30.000000000000000	double
		[809]	-60.000000000000000	double
		[810]	-300.00000000000000	double
		[811]	18.000000000000000	double
		[812]	-19.000000000000000	double
		[813]	-104.00000000000000	double
		[814]	132.00000000000000	double
		[815]	94.000000000000000	double
		[816]	158.00000000000000	double
		[817]	-168.00000000000000	double
		[818]	185.00000000000000	double
		[819]	60.000000000000000	double
		[820]	286.00000000000000	double
		[821]	426.00000000000000	double
		[822]	231.00000000000000	double
		[823]	41.000000000000000	double
		[824]	-161.00000000000000	double
		[825]	-16.000000000000000	double
		[826]	-90.000000000000000	double
		[827]	415.00000000000000	double
		[828]	241.00000000000000	double
		[829]	221.00000000000000	double
		[830]	173.00000000000000	double
		[831]	-113.00000000000000	double
		[832]	-151.00000000000000	double
		[833]	-137.00000000000000	double
		[834]	-139.00000000000000	double
		[835]	-40.000000000000000	double
		[836]	102.00000000000000	double
		[837]	153.00000000000000	double
		[838]	75.000000000000000	double
		[839]	93.000000000000000	double
		[840]	285.00000000000000	double
		[841]	147.00000000000000	double
		[842]	224.00000000000000	double
		[843]	-24.000000000000000	double
		[844]	56.000000000000000	double
		[845]	27.000000000000000	double
		[846]	107.00000000000000	double
		[847]	101.00000000000000	double
		[848]	-65.000000000000000	double
		[849]	30.000000000000000	double
		[850]	-23.000000000000000	double
		[851]	-108.00000000000000	double
		[852]	60.000000000000000	double
		[853]	-41.000000000000000	double
		[854]	124.00000000000000	double
		[855]	168.00000000000000	double
		[856]	75.000000000000000	double
		[857]	72.000000000000000	double
		[858]	19.000000000000000	double
		[859]	-53.000000000000000	double
		[860]	166.00000000000000	double
		[861]	561.00000000000000	double
		[862]	406.00000000000000	double
		[863]	261.00000000000000	double
		[864]	101.00000000000000	double
		[865]	-61.000000000000000	double
		[866]	-7.0000000000000000	double
		[867]	43.000000000000000	double
		[868]	223.00000000000000	double
		[869]	297.00000000000000	double
		[870]	136.00000000000000	double
		[871]	-191.00000000000000	double
		[872]	-304.00000000000000	double
		[873]	-81.000000000000000	double
		[874]	-122.00000000000000	double
		[875]	17.000000000000000	double
		[876]	271.00000000000000	double
		[877]	50.000000000000000	double
		[878]	198.00000000000000	double
		[879]	39.000000000000000	double
		[880]	183.00000000000000	double
		[881]	225.00000000000000	double
		[882]	238.00000000000000	double
		[883]	163.00000000000000	double
		[884]	349.00000000000000	double
		[885]	-110.00000000000000	double
		[886]	-189.00000000000000	double
		[887]	-124.00000000000000	double
		[888]	117.00000000000000	double
		[889]	196.00000000000000	double
		[890]	-72.000000000000000	double
		[891]	-136.00000000000000	double
		[892]	31.000000000000000	double
		[893]	-168.00000000000000	double
		[894]	-133.00000000000000	double
		[895]	-99.000000000000000	double
		[896]	188.00000000000000	double
		[897]	170.00000000000000	double
		[898]	274.00000000000000	double
		[899]	284.00000000000000	double
		[900]	484.00000000000000	double
		[901]	325.00000000000000	double
		[902]	55.000000000000000	double
		[903]	-143.00000000000000	double
		[904]	10.000000000000000	double
		[905]	227.00000000000000	double
		[906]	73.000000000000000	double
		[907]	151.00000000000000	double
